Date and Time (UTC),Receiver,Description,Data
2019-06-02 16:03,VR2AR-547109,Temperature,5.2
2019-06-02 16:08,VR2AR-547109,Temperature,5.2
2019-06-02 16:13,VR2AR-547109,Temperature,5.2
2019-06-02 16:18,VR2AR-547109,Temperature,5.3
2019-06-02 16:23,VR2AR-547109,Temperature,5.3
2019-06-02 16:28,VR2AR-547109,Temperature,5.3
2019-06-02 16:33,VR2AR-547109,Temperature,5.4
2019-06-02 16:38,VR2AR-547109,Temperature,5.4
2019-06-02 16:43,VR2AR-547109,Temperature,5.4
2019-06-02 16:48,VR2AR-547109,Temperature,5.4
2019-06-02 16:53,VR2AR-547109,Temperature,5.4
2019-06-02 16:58,VR2AR-547109,Temperature,5.4
2019-06-02 17:02,VR2AR-547109,Temperature,5.4
2019-06-02 17:07,VR2AR-547109,Temperature,5.5
2019-06-02 17:12,VR2AR-547109,Temperature,5.5
2019-06-02 17:17,VR2AR-547109,Temperature,5.5
2019-06-02 17:22,VR2AR-547109,Temperature,5.5
2019-06-02 17:27,VR2AR-547109,Temperature,5.5
2019-06-02 17:32,VR2AR-547109,Temperature,5.5
2019-06-02 17:37,VR2AR-547109,Temperature,5.5
2019-06-02 17:42,VR2AR-547109,Temperature,5.5
2019-06-02 17:47,VR2AR-547109,Temperature,5.5
2019-06-02 17:52,VR2AR-547109,Temperature,5.5
2019-06-02 17:57,VR2AR-547109,Temperature,5.5
2019-06-02 18:01,VR2AR-547109,Temperature,5.5
2019-06-02 18:06,VR2AR-547109,Temperature,5.5
2019-06-02 18:11,VR2AR-547109,Temperature,5.5
2019-06-02 18:16,VR2AR-547109,Temperature,5.5
2019-06-02 18:21,VR2AR-547109,Temperature,5.5
2019-06-02 18:26,VR2AR-547109,Temperature,5.5
2019-06-02 18:31,VR2AR-547109,Temperature,5.5
2019-06-02 18:36,VR2AR-547109,Temperature,5.5
2019-06-02 18:41,VR2AR-547109,Temperature,5.5
2019-06-02 18:46,VR2AR-547109,Temperature,5.5
2019-06-02 18:51,VR2AR-547109,Temperature,5.5
2019-06-02 18:56,VR2AR-547109,Temperature,5.5
2019-06-02 19:05,VR2AR-547109,Temperature,5.5
2019-06-02 19:10,VR2AR-547109,Temperature,5.6
2019-06-02 19:15,VR2AR-547109,Temperature,5.5
2019-06-02 19:20,VR2AR-547109,Temperature,5.5
2019-06-02 19:25,VR2AR-547109,Temperature,5.5
2019-06-02 19:30,VR2AR-547109,Temperature,5.5
2019-06-02 19:35,VR2AR-547109,Temperature,5.5
2019-06-02 19:40,VR2AR-547109,Temperature,5.5
2019-06-02 19:45,VR2AR-547109,Temperature,5.5
2019-06-02 19:50,VR2AR-547109,Temperature,5.5
2019-06-02 19:55,VR2AR-547109,Temperature,5.5
2019-06-02 20:04,VR2AR-547109,Temperature,5.5
2019-06-02 20:09,VR2AR-547109,Temperature,5.5
2019-06-02 20:14,VR2AR-547109,Temperature,5.5
2019-06-02 20:19,VR2AR-547109,Temperature,5.4
2019-06-02 20:24,VR2AR-547109,Temperature,5.3
2019-06-02 20:29,VR2AR-547109,Temperature,5.1
2019-06-02 20:34,VR2AR-547109,Temperature,5.1
2019-06-02 20:39,VR2AR-547109,Temperature,5.1
2019-06-02 20:44,VR2AR-547109,Temperature,5
2019-06-02 20:49,VR2AR-547109,Temperature,5
2019-06-02 20:54,VR2AR-547109,Temperature,5
2019-06-02 20:59,VR2AR-547109,Temperature,5
2019-06-02 21:03,VR2AR-547109,Temperature,5.1
2019-06-02 21:08,VR2AR-547109,Temperature,5.1
2019-06-02 21:13,VR2AR-547109,Temperature,5.1
2019-06-02 21:18,VR2AR-547109,Temperature,5.1
2019-06-02 21:23,VR2AR-547109,Temperature,5.1
2019-06-02 21:28,VR2AR-547109,Temperature,5.1
2019-06-02 21:33,VR2AR-547109,Temperature,5
2019-06-02 21:38,VR2AR-547109,Temperature,5
2019-06-02 21:43,VR2AR-547109,Temperature,5
2019-06-02 21:48,VR2AR-547109,Temperature,5
2019-06-02 21:53,VR2AR-547109,Temperature,5.1
2019-06-02 21:58,VR2AR-547109,Temperature,5.1
2019-06-02 22:02,VR2AR-547109,Temperature,5.1
2019-06-02 22:07,VR2AR-547109,Temperature,5.1
2019-06-02 22:12,VR2AR-547109,Temperature,5.1
2019-06-02 22:17,VR2AR-547109,Temperature,5.1
2019-06-02 22:22,VR2AR-547109,Temperature,5.1
2019-06-02 22:27,VR2AR-547109,Temperature,5.1
2019-06-02 22:32,VR2AR-547109,Temperature,5.2
2019-06-02 22:37,VR2AR-547109,Temperature,5.2
2019-06-02 22:42,VR2AR-547109,Temperature,5.1
2019-06-02 22:47,VR2AR-547109,Temperature,5.1
2019-06-02 22:52,VR2AR-547109,Temperature,5.1
2019-06-02 22:57,VR2AR-547109,Temperature,5.2
2019-06-02 23:01,VR2AR-547109,Temperature,5.2
2019-06-02 23:06,VR2AR-547109,Temperature,5.2
2019-06-02 23:11,VR2AR-547109,Temperature,5.2
2019-06-02 23:16,VR2AR-547109,Temperature,5.2
2019-06-02 23:21,VR2AR-547109,Temperature,5.2
2019-06-02 23:26,VR2AR-547109,Temperature,5.2
2019-06-02 23:31,VR2AR-547109,Temperature,5.2
2019-06-02 23:36,VR2AR-547109,Temperature,5.2
2019-06-02 23:41,VR2AR-547109,Temperature,5.2
2019-06-02 23:46,VR2AR-547109,Temperature,5.2
2019-06-02 23:51,VR2AR-547109,Temperature,5.2
2019-06-02 23:56,VR2AR-547109,Temperature,5.2
2019-06-03 4:00,VR2AR-547109,Temperature,5.5
2019-06-03 9:00,VR2AR-547109,Temperature,4.6
2019-06-03 14:00,VR2AR-547109,Temperature,5
2019-06-03 19:00,VR2AR-547109,Temperature,5.2
2019-06-04 0:01,VR2AR-547109,Temperature,5
2019-06-04 0:06,VR2AR-547109,Temperature,5
2019-06-04 0:11,VR2AR-547109,Temperature,5
2019-06-04 0:16,VR2AR-547109,Temperature,5
2019-06-04 0:21,VR2AR-547109,Temperature,5.1
2019-06-04 0:26,VR2AR-547109,Temperature,5.1
2019-06-04 0:31,VR2AR-547109,Temperature,5.1
2019-06-04 0:36,VR2AR-547109,Temperature,5.1
2019-06-04 0:41,VR2AR-547109,Temperature,5.1
2019-06-04 0:46,VR2AR-547109,Temperature,5.1
2019-06-04 0:51,VR2AR-547109,Temperature,5.1
2019-06-04 0:56,VR2AR-547109,Temperature,5
2019-06-04 1:05,VR2AR-547109,Temperature,5.1
2019-06-04 1:10,VR2AR-547109,Temperature,5.1
2019-06-04 1:15,VR2AR-547109,Temperature,5.1
2019-06-04 1:20,VR2AR-547109,Temperature,5.1
2019-06-04 1:25,VR2AR-547109,Temperature,5.1
2019-06-04 1:30,VR2AR-547109,Temperature,5.1
2019-06-04 1:35,VR2AR-547109,Temperature,5.1
2019-06-04 1:40,VR2AR-547109,Temperature,5.1
2019-06-04 1:45,VR2AR-547109,Temperature,5.1
2019-06-04 1:50,VR2AR-547109,Temperature,5.1
2019-06-04 1:55,VR2AR-547109,Temperature,5
2019-06-04 2:04,VR2AR-547109,Temperature,5
2019-06-04 2:09,VR2AR-547109,Temperature,5
2019-06-04 2:14,VR2AR-547109,Temperature,5
2019-06-04 2:19,VR2AR-547109,Temperature,5
2019-06-04 2:24,VR2AR-547109,Temperature,5
2019-06-04 2:29,VR2AR-547109,Temperature,5
2019-06-04 2:34,VR2AR-547109,Temperature,5
2019-06-04 2:39,VR2AR-547109,Temperature,5.1
2019-06-04 2:44,VR2AR-547109,Temperature,5.1
2019-06-04 2:49,VR2AR-547109,Temperature,5.1
2019-06-04 2:54,VR2AR-547109,Temperature,5.1
2019-06-04 2:59,VR2AR-547109,Temperature,5.1
2019-06-04 3:03,VR2AR-547109,Temperature,5.1
2019-06-04 3:08,VR2AR-547109,Temperature,5.2
2019-06-04 3:13,VR2AR-547109,Temperature,5.2
2019-06-04 3:18,VR2AR-547109,Temperature,5.2
2019-06-04 3:23,VR2AR-547109,Temperature,5.2
2019-06-04 3:28,VR2AR-547109,Temperature,5.2
2019-06-04 3:33,VR2AR-547109,Temperature,5.2
2019-06-04 3:38,VR2AR-547109,Temperature,5.2
2019-06-04 3:43,VR2AR-547109,Temperature,5.2
2019-06-04 3:48,VR2AR-547109,Temperature,5.2
2019-06-04 3:53,VR2AR-547109,Temperature,5.2
2019-06-04 3:58,VR2AR-547109,Temperature,5.2
2019-06-04 4:02,VR2AR-547109,Temperature,5.2
2019-06-04 4:07,VR2AR-547109,Temperature,5.2
2019-06-04 4:12,VR2AR-547109,Temperature,5.2
2019-06-04 4:17,VR2AR-547109,Temperature,5.2
2019-06-04 4:22,VR2AR-547109,Temperature,5.2
2019-06-04 4:27,VR2AR-547109,Temperature,5.2
2019-06-04 4:32,VR2AR-547109,Temperature,5.1
2019-06-04 4:37,VR2AR-547109,Temperature,5.2
2019-06-04 4:42,VR2AR-547109,Temperature,5.1
2019-06-04 4:47,VR2AR-547109,Temperature,5.1
2019-06-04 4:52,VR2AR-547109,Temperature,5.1
2019-06-04 4:57,VR2AR-547109,Temperature,5.2
2019-06-04 5:01,VR2AR-547109,Temperature,5.1
2019-06-04 5:06,VR2AR-547109,Temperature,5.1
2019-06-04 5:11,VR2AR-547109,Temperature,5.2
2019-06-04 5:16,VR2AR-547109,Temperature,5.2
2019-06-04 5:21,VR2AR-547109,Temperature,5.2
2019-06-04 5:26,VR2AR-547109,Temperature,5.2
2019-06-04 5:31,VR2AR-547109,Temperature,5.2
2019-06-04 5:36,VR2AR-547109,Temperature,5.2
2019-06-04 5:41,VR2AR-547109,Temperature,5.2
2019-06-04 5:46,VR2AR-547109,Temperature,5.2
2019-06-04 5:51,VR2AR-547109,Temperature,5.2
2019-06-04 5:56,VR2AR-547109,Temperature,5.2
2019-06-04 6:05,VR2AR-547109,Temperature,5.2
2019-06-04 6:10,VR2AR-547109,Temperature,5.2
2019-06-04 6:15,VR2AR-547109,Temperature,5.2
2019-06-04 6:20,VR2AR-547109,Temperature,5.2
2019-06-04 6:25,VR2AR-547109,Temperature,5.2
2019-06-04 6:30,VR2AR-547109,Temperature,5.2
2019-06-04 6:35,VR2AR-547109,Temperature,5.2
2019-06-04 6:40,VR2AR-547109,Temperature,5.2
2019-06-04 6:45,VR2AR-547109,Temperature,5.2
2019-06-04 6:50,VR2AR-547109,Temperature,5.2
2019-06-04 6:55,VR2AR-547109,Temperature,5.2
2019-06-04 7:04,VR2AR-547109,Temperature,5.2
2019-06-04 7:09,VR2AR-547109,Temperature,5.2
2019-06-04 7:14,VR2AR-547109,Temperature,5.3
2019-06-04 7:19,VR2AR-547109,Temperature,5.3
2019-06-04 7:24,VR2AR-547109,Temperature,5.3
2019-06-04 7:29,VR2AR-547109,Temperature,5.3
2019-06-04 7:34,VR2AR-547109,Temperature,5.3
2019-06-04 7:39,VR2AR-547109,Temperature,5.3
2019-06-04 7:44,VR2AR-547109,Temperature,5.3
2019-06-04 7:49,VR2AR-547109,Temperature,5.3
2019-06-04 7:54,VR2AR-547109,Temperature,5.2
2019-06-04 7:59,VR2AR-547109,Temperature,5
2019-06-04 8:03,VR2AR-547109,Temperature,5
2019-06-04 8:08,VR2AR-547109,Temperature,5
2019-06-04 8:13,VR2AR-547109,Temperature,5.1
2019-06-04 8:18,VR2AR-547109,Temperature,5
2019-06-04 8:23,VR2AR-547109,Temperature,4.9
2019-06-04 8:28,VR2AR-547109,Temperature,4.7
2019-06-04 8:33,VR2AR-547109,Temperature,4.5
2019-06-04 8:38,VR2AR-547109,Temperature,4.4
2019-06-04 8:43,VR2AR-547109,Temperature,4.3
2019-06-04 8:48,VR2AR-547109,Temperature,4.3
2019-06-04 8:53,VR2AR-547109,Temperature,4.2
2019-06-04 8:58,VR2AR-547109,Temperature,4.2
2019-06-04 9:02,VR2AR-547109,Temperature,4.2
2019-06-04 9:07,VR2AR-547109,Temperature,4.1
2019-06-04 9:12,VR2AR-547109,Temperature,4.1
2019-06-04 9:17,VR2AR-547109,Temperature,4.1
2019-06-04 9:22,VR2AR-547109,Temperature,4.1
2019-06-04 9:27,VR2AR-547109,Temperature,4.1
2019-06-04 9:32,VR2AR-547109,Temperature,4
2019-06-04 9:37,VR2AR-547109,Temperature,4.1
2019-06-04 9:42,VR2AR-547109,Temperature,4.1
2019-06-04 9:47,VR2AR-547109,Temperature,4.1
2019-06-04 9:52,VR2AR-547109,Temperature,4.2
2019-06-04 9:57,VR2AR-547109,Temperature,4.2
2019-06-04 10:01,VR2AR-547109,Temperature,4.2
2019-06-04 10:06,VR2AR-547109,Temperature,4.1
2019-06-04 10:11,VR2AR-547109,Temperature,4.1
2019-06-04 10:16,VR2AR-547109,Temperature,4.1
2019-06-04 10:21,VR2AR-547109,Temperature,4
2019-06-04 10:26,VR2AR-547109,Temperature,4
2019-06-04 10:31,VR2AR-547109,Temperature,4
2019-06-04 10:36,VR2AR-547109,Temperature,4
2019-06-04 10:41,VR2AR-547109,Temperature,4
2019-06-04 10:46,VR2AR-547109,Temperature,4
2019-06-04 10:51,VR2AR-547109,Temperature,4
2019-06-04 10:56,VR2AR-547109,Temperature,4
2019-06-04 11:05,VR2AR-547109,Temperature,4
2019-06-04 11:10,VR2AR-547109,Temperature,4
2019-06-04 11:15,VR2AR-547109,Temperature,4
2019-06-04 11:20,VR2AR-547109,Temperature,4
2019-06-04 11:25,VR2AR-547109,Temperature,4
2019-06-04 11:30,VR2AR-547109,Temperature,4
2019-06-04 11:35,VR2AR-547109,Temperature,4
2019-06-04 11:40,VR2AR-547109,Temperature,4
2019-06-04 11:45,VR2AR-547109,Temperature,4
2019-06-04 11:50,VR2AR-547109,Temperature,4
2019-06-04 11:55,VR2AR-547109,Temperature,4
2019-06-04 12:04,VR2AR-547109,Temperature,4
2019-06-04 12:09,VR2AR-547109,Temperature,4
2019-06-04 12:14,VR2AR-547109,Temperature,4
2019-06-04 12:19,VR2AR-547109,Temperature,4
2019-06-04 12:24,VR2AR-547109,Temperature,4
2019-06-04 12:29,VR2AR-547109,Temperature,4
2019-06-04 12:34,VR2AR-547109,Temperature,4
2019-06-04 12:39,VR2AR-547109,Temperature,4
2019-06-04 12:44,VR2AR-547109,Temperature,4
2019-06-04 12:49,VR2AR-547109,Temperature,4
2019-06-04 12:54,VR2AR-547109,Temperature,4
2019-06-04 12:59,VR2AR-547109,Temperature,4
2019-06-04 13:03,VR2AR-547109,Temperature,4
2019-06-04 13:08,VR2AR-547109,Temperature,4
2019-06-04 13:13,VR2AR-547109,Temperature,4
2019-06-04 13:18,VR2AR-547109,Temperature,4
2019-06-04 13:23,VR2AR-547109,Temperature,4
2019-06-04 13:28,VR2AR-547109,Temperature,4
2019-06-04 13:33,VR2AR-547109,Temperature,4
2019-06-04 13:38,VR2AR-547109,Temperature,4
2019-06-04 13:43,VR2AR-547109,Temperature,4
2019-06-04 13:48,VR2AR-547109,Temperature,4
2019-06-04 13:53,VR2AR-547109,Temperature,4
2019-06-04 13:58,VR2AR-547109,Temperature,4
2019-06-04 14:02,VR2AR-547109,Temperature,4
2019-06-04 14:07,VR2AR-547109,Temperature,4
2019-06-04 14:12,VR2AR-547109,Temperature,4
2019-06-04 14:17,VR2AR-547109,Temperature,4
2019-06-04 14:22,VR2AR-547109,Temperature,4
2019-06-04 14:27,VR2AR-547109,Temperature,4
2019-06-04 14:32,VR2AR-547109,Temperature,4
2019-06-04 14:37,VR2AR-547109,Temperature,4
2019-06-04 14:42,VR2AR-547109,Temperature,4
2019-06-04 14:47,VR2AR-547109,Temperature,4
2019-06-04 14:52,VR2AR-547109,Temperature,4
2019-06-04 14:57,VR2AR-547109,Temperature,4
2019-06-04 15:01,VR2AR-547109,Temperature,4
2019-06-04 15:06,VR2AR-547109,Temperature,4
2019-06-04 15:11,VR2AR-547109,Temperature,4
2019-06-04 15:16,VR2AR-547109,Temperature,4
2019-06-04 15:21,VR2AR-547109,Temperature,4
2019-06-04 15:26,VR2AR-547109,Temperature,4
2019-06-04 15:31,VR2AR-547109,Temperature,4
2019-06-04 15:36,VR2AR-547109,Temperature,4
2019-06-04 15:41,VR2AR-547109,Temperature,4
2019-06-04 15:46,VR2AR-547109,Temperature,4
2019-06-04 15:51,VR2AR-547109,Temperature,4
2019-06-04 15:56,VR2AR-547109,Temperature,4
2019-06-04 16:05,VR2AR-547109,Temperature,4
2019-06-04 16:10,VR2AR-547109,Temperature,4
2019-06-04 16:15,VR2AR-547109,Temperature,4
2019-06-04 16:20,VR2AR-547109,Temperature,4
2019-06-04 16:25,VR2AR-547109,Temperature,4
2019-06-04 16:30,VR2AR-547109,Temperature,4
2019-06-04 16:35,VR2AR-547109,Temperature,4
2019-06-04 16:40,VR2AR-547109,Temperature,4
2019-06-04 16:45,VR2AR-547109,Temperature,4
2019-06-04 16:50,VR2AR-547109,Temperature,4
2019-06-04 16:55,VR2AR-547109,Temperature,4.1
2019-06-04 17:04,VR2AR-547109,Temperature,4.1
2019-06-04 17:09,VR2AR-547109,Temperature,4.1
2019-06-04 17:14,VR2AR-547109,Temperature,4.2
2019-06-04 17:19,VR2AR-547109,Temperature,4.3
2019-06-04 17:24,VR2AR-547109,Temperature,4.3
2019-06-04 17:29,VR2AR-547109,Temperature,4.4
2019-06-04 17:34,VR2AR-547109,Temperature,4.4
2019-06-04 17:39,VR2AR-547109,Temperature,4.4
2019-06-04 17:44,VR2AR-547109,Temperature,4.4
2019-06-04 17:49,VR2AR-547109,Temperature,4.4
2019-06-04 17:54,VR2AR-547109,Temperature,4.5
2019-06-04 17:59,VR2AR-547109,Temperature,4.5
2019-06-04 18:03,VR2AR-547109,Temperature,4.5
2019-06-04 18:08,VR2AR-547109,Temperature,4.5
2019-06-04 18:13,VR2AR-547109,Temperature,4.5
2019-06-04 18:18,VR2AR-547109,Temperature,4.5
2019-06-04 18:23,VR2AR-547109,Temperature,4.4
2019-06-04 18:28,VR2AR-547109,Temperature,4.4
2019-06-04 18:33,VR2AR-547109,Temperature,4.4
2019-06-04 18:38,VR2AR-547109,Temperature,4.3
2019-06-04 18:43,VR2AR-547109,Temperature,4.3
2019-06-04 18:48,VR2AR-547109,Temperature,4.3
2019-06-04 18:53,VR2AR-547109,Temperature,4.3
2019-06-04 18:58,VR2AR-547109,Temperature,4.3
2019-06-04 19:02,VR2AR-547109,Temperature,4.3
2019-06-04 19:07,VR2AR-547109,Temperature,4.3
2019-06-04 19:12,VR2AR-547109,Temperature,4.3
2019-06-04 19:17,VR2AR-547109,Temperature,4.3
2019-06-04 19:22,VR2AR-547109,Temperature,4.3
2019-06-04 19:27,VR2AR-547109,Temperature,4.4
2019-06-04 19:32,VR2AR-547109,Temperature,4.3
2019-06-04 19:37,VR2AR-547109,Temperature,4.3
2019-06-04 19:42,VR2AR-547109,Temperature,4.3
2019-06-04 19:47,VR2AR-547109,Temperature,4.3
2019-06-04 19:52,VR2AR-547109,Temperature,4.3
2019-06-04 19:57,VR2AR-547109,Temperature,4.3
2019-06-04 20:01,VR2AR-547109,Temperature,4.3
2019-06-04 20:06,VR2AR-547109,Temperature,4.3
2019-06-04 20:11,VR2AR-547109,Temperature,4.2
2019-06-04 20:16,VR2AR-547109,Temperature,4.2
2019-06-04 20:21,VR2AR-547109,Temperature,4.2
2019-06-04 20:26,VR2AR-547109,Temperature,4.2
2019-06-04 20:31,VR2AR-547109,Temperature,4.2
2019-06-04 20:36,VR2AR-547109,Temperature,4.2
2019-06-04 20:41,VR2AR-547109,Temperature,4.2
2019-06-04 20:46,VR2AR-547109,Temperature,4.2
2019-06-04 20:51,VR2AR-547109,Temperature,4.2
2019-06-04 20:56,VR2AR-547109,Temperature,4.2
2019-06-04 21:05,VR2AR-547109,Temperature,4.2
2019-06-04 21:10,VR2AR-547109,Temperature,4.2
2019-06-04 21:15,VR2AR-547109,Temperature,4.2
2019-06-04 21:20,VR2AR-547109,Temperature,4.2
2019-06-04 21:25,VR2AR-547109,Temperature,4.2
2019-06-04 21:30,VR2AR-547109,Temperature,4.1
2019-06-04 21:35,VR2AR-547109,Temperature,4.1
2019-06-04 21:40,VR2AR-547109,Temperature,4.1
2019-06-04 21:45,VR2AR-547109,Temperature,4.1
2019-06-04 21:50,VR2AR-547109,Temperature,4.1
2019-06-04 21:55,VR2AR-547109,Temperature,4.1
2019-06-04 22:04,VR2AR-547109,Temperature,4.1
2019-06-04 22:09,VR2AR-547109,Temperature,4.1
2019-06-04 22:14,VR2AR-547109,Temperature,4.1
2019-06-04 22:19,VR2AR-547109,Temperature,4.1
2019-06-04 22:24,VR2AR-547109,Temperature,4.1
2019-06-04 22:29,VR2AR-547109,Temperature,4.1
2019-06-04 22:34,VR2AR-547109,Temperature,4.1
2019-06-04 22:39,VR2AR-547109,Temperature,4.1
2019-06-04 22:44,VR2AR-547109,Temperature,4.1
2019-06-04 22:49,VR2AR-547109,Temperature,4.1
2019-06-04 22:54,VR2AR-547109,Temperature,4.1
2019-06-04 22:59,VR2AR-547109,Temperature,4.1
2019-06-04 23:03,VR2AR-547109,Temperature,4.1
2019-06-04 23:08,VR2AR-547109,Temperature,4.1
2019-06-04 23:13,VR2AR-547109,Temperature,4.1
2019-06-04 23:18,VR2AR-547109,Temperature,4.1
2019-06-04 23:23,VR2AR-547109,Temperature,4.1
2019-06-04 23:28,VR2AR-547109,Temperature,4.1
2019-06-04 23:33,VR2AR-547109,Temperature,4.1
2019-06-04 23:38,VR2AR-547109,Temperature,4.1
2019-06-04 23:43,VR2AR-547109,Temperature,4.1
2019-06-04 23:48,VR2AR-547109,Temperature,4.1
2019-06-04 23:53,VR2AR-547109,Temperature,4.1
2019-06-04 23:58,VR2AR-547109,Temperature,4.1
2019-06-05 1:00,VR2AR-547109,Temperature,4.1
2019-06-05 6:00,VR2AR-547109,Temperature,4.7
2019-06-05 11:00,VR2AR-547109,Temperature,3.9
2019-06-05 16:00,VR2AR-547109,Temperature,3.8
2019-06-05 21:00,VR2AR-547109,Temperature,4.2
2019-06-06 0:03,VR2AR-547109,Temperature,4
2019-06-06 0:08,VR2AR-547109,Temperature,4
2019-06-06 0:13,VR2AR-547109,Temperature,3.9
2019-06-06 0:18,VR2AR-547109,Temperature,3.9
2019-06-06 0:23,VR2AR-547109,Temperature,3.9
2019-06-06 0:28,VR2AR-547109,Temperature,3.9
2019-06-06 0:33,VR2AR-547109,Temperature,3.9
2019-06-06 0:38,VR2AR-547109,Temperature,3.9
2019-06-06 0:43,VR2AR-547109,Temperature,3.8
2019-06-06 0:48,VR2AR-547109,Temperature,3.8
2019-06-06 0:53,VR2AR-547109,Temperature,3.8
2019-06-06 0:58,VR2AR-547109,Temperature,3.8
2019-06-06 1:02,VR2AR-547109,Temperature,3.8
2019-06-06 1:07,VR2AR-547109,Temperature,3.8
2019-06-06 1:12,VR2AR-547109,Temperature,3.8
2019-06-06 1:17,VR2AR-547109,Temperature,3.8
2019-06-06 1:22,VR2AR-547109,Temperature,3.8
2019-06-06 1:27,VR2AR-547109,Temperature,3.8
2019-06-06 1:32,VR2AR-547109,Temperature,3.8
2019-06-06 1:37,VR2AR-547109,Temperature,3.8
2019-06-06 1:42,VR2AR-547109,Temperature,3.8
2019-06-06 1:47,VR2AR-547109,Temperature,3.8
2019-06-06 1:52,VR2AR-547109,Temperature,3.8
2019-06-06 1:57,VR2AR-547109,Temperature,3.8
2019-06-06 2:01,VR2AR-547109,Temperature,3.8
2019-06-06 2:06,VR2AR-547109,Temperature,3.8
2019-06-06 2:11,VR2AR-547109,Temperature,3.8
2019-06-06 2:16,VR2AR-547109,Temperature,3.8
2019-06-06 2:21,VR2AR-547109,Temperature,3.8
2019-06-06 2:26,VR2AR-547109,Temperature,3.8
2019-06-06 2:31,VR2AR-547109,Temperature,3.8
2019-06-06 2:36,VR2AR-547109,Temperature,3.8
2019-06-06 2:41,VR2AR-547109,Temperature,3.8
2019-06-06 2:46,VR2AR-547109,Temperature,3.8
2019-06-06 2:51,VR2AR-547109,Temperature,3.8
2019-06-06 2:56,VR2AR-547109,Temperature,3.8
2019-06-06 3:05,VR2AR-547109,Temperature,3.8
2019-06-06 3:10,VR2AR-547109,Temperature,3.8
2019-06-06 3:15,VR2AR-547109,Temperature,3.8
2019-06-06 3:20,VR2AR-547109,Temperature,3.8
2019-06-06 3:25,VR2AR-547109,Temperature,3.8
2019-06-06 3:30,VR2AR-547109,Temperature,3.8
2019-06-06 3:35,VR2AR-547109,Temperature,3.8
2019-06-06 3:40,VR2AR-547109,Temperature,3.8
2019-06-06 3:45,VR2AR-547109,Temperature,3.8
2019-06-06 3:50,VR2AR-547109,Temperature,3.8
2019-06-06 3:55,VR2AR-547109,Temperature,3.8
2019-06-06 4:04,VR2AR-547109,Temperature,3.8
2019-06-06 4:09,VR2AR-547109,Temperature,3.8
2019-06-06 4:14,VR2AR-547109,Temperature,3.8
2019-06-06 4:19,VR2AR-547109,Temperature,3.8
2019-06-06 4:24,VR2AR-547109,Temperature,3.8
2019-06-06 4:29,VR2AR-547109,Temperature,3.8
2019-06-06 4:34,VR2AR-547109,Temperature,3.8
2019-06-06 4:39,VR2AR-547109,Temperature,3.8
2019-06-06 4:44,VR2AR-547109,Temperature,3.9
2019-06-06 4:49,VR2AR-547109,Temperature,3.9
2019-06-06 4:54,VR2AR-547109,Temperature,3.9
2019-06-06 4:59,VR2AR-547109,Temperature,4
2019-06-06 5:03,VR2AR-547109,Temperature,4
2019-06-06 5:08,VR2AR-547109,Temperature,4.1
2019-06-06 5:13,VR2AR-547109,Temperature,4.1
2019-06-06 5:18,VR2AR-547109,Temperature,4.1
2019-06-06 5:23,VR2AR-547109,Temperature,4.1
2019-06-06 5:28,VR2AR-547109,Temperature,4.1
2019-06-06 5:33,VR2AR-547109,Temperature,4.1
2019-06-06 5:38,VR2AR-547109,Temperature,4.1
2019-06-06 5:43,VR2AR-547109,Temperature,4.1
2019-06-06 5:48,VR2AR-547109,Temperature,4.1
2019-06-06 5:53,VR2AR-547109,Temperature,4.1
2019-06-06 5:58,VR2AR-547109,Temperature,4.1
2019-06-06 6:02,VR2AR-547109,Temperature,4.1
2019-06-06 6:07,VR2AR-547109,Temperature,4.1
2019-06-06 6:12,VR2AR-547109,Temperature,4.1
2019-06-06 6:17,VR2AR-547109,Temperature,4.1
2019-06-06 6:22,VR2AR-547109,Temperature,4.1
2019-06-06 6:27,VR2AR-547109,Temperature,4.1
2019-06-06 6:32,VR2AR-547109,Temperature,4.1
2019-06-06 6:37,VR2AR-547109,Temperature,4.1
2019-06-06 6:42,VR2AR-547109,Temperature,4.1
2019-06-06 6:47,VR2AR-547109,Temperature,4.1
2019-06-06 6:52,VR2AR-547109,Temperature,4.1
2019-06-06 6:57,VR2AR-547109,Temperature,4.1
2019-06-06 7:01,VR2AR-547109,Temperature,4.1
2019-06-06 7:06,VR2AR-547109,Temperature,4.1
2019-06-06 7:11,VR2AR-547109,Temperature,4.1
2019-06-06 7:16,VR2AR-547109,Temperature,4.1
2019-06-06 7:21,VR2AR-547109,Temperature,4.1
2019-06-06 7:26,VR2AR-547109,Temperature,4.1
2019-06-06 7:31,VR2AR-547109,Temperature,4.1
2019-06-06 7:36,VR2AR-547109,Temperature,4.1
2019-06-06 7:41,VR2AR-547109,Temperature,4.1
2019-06-06 7:46,VR2AR-547109,Temperature,4.2
2019-06-06 7:51,VR2AR-547109,Temperature,4.2
2019-06-06 7:56,VR2AR-547109,Temperature,4.2
2019-06-06 8:05,VR2AR-547109,Temperature,4.3
2019-06-06 8:10,VR2AR-547109,Temperature,4.3
2019-06-06 8:15,VR2AR-547109,Temperature,4.3
2019-06-06 8:20,VR2AR-547109,Temperature,4.3
2019-06-06 8:25,VR2AR-547109,Temperature,4.3
2019-06-06 8:30,VR2AR-547109,Temperature,4.3
2019-06-06 8:35,VR2AR-547109,Temperature,4.2
